"","Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","x10","x11","x12","x13","Degree"
"361",24899,23234,2820,1311,5123,266,447,390,1346,19,30,12,8,5,3
"362",30301,28550,2543,1363,5608,343,504,344,1043,15,31,7,7,8,4
"363",33894,31491,2253,835,4852,187,377,133,316,11,16,9,0,4,4
"364",34500,30986,3996,1554,8947,304,664,271,780,16,32,8,7,1,4
"365",32186,30111,5144,2313,7846,795,664,544,1531,21,50,18,5,2,4
"366",41260,38351,4170,1373,6276,297,521,303,882,22,33,13,4,7,4
"367",29612,27676,3859,1064,4087,311,367,219,491,13,14,6,4,3,4
"368",11169,10827,1212,470,2221,131,106,102,221,4,6,2,0,2,1
"369",28693,26949,2493,1020,3710,249,401,164,449,9,20,6,10,6,3
"370",22086,20598,1957,593,2498,138,249,94,191,13,10,5,0,2,2
"371",49208,46370,4719,2050,7232,465,772,427,1074,21,49,19,9,10,4
"372",25882,24375,3091,1468,7450,376,545,265,884,13,34,7,3,3,3
"373",20878,19508,1520,497,1788,102,205,92,220,5,10,3,0,3,2
"374",26079,24245,3865,1577,4827,429,512,423,974,28,27,13,9,4,3
"375",16297,15186,1504,774,3156,200,260,155,380,7,13,8,3,4,1
"376",56253,53365,3742,1526,9343,391,567,347,1535,22,55,26,3,10,4
"377",4429,4460,654,749,14083,177,235,251,927,4,44,13,0,0,1
"378",10701,9507,1105,364,3979,81,139,79,313,4,15,5,1,0,1
"379",8215,7530,442,196,1213,45,93,27,89,4,5,3,1,1,1
"380",10149,9498,1114,534,3578,105,220,127,395,1,23,5,1,1,1
"381",9546,8377,1310,3520,49515,561,1459,872,4243,12,125,16,1,2,1
"382",2836,2459,478,701,4566,264,153,222,936,1,63,9,0,1,1
"383",6376,6013,1067,446,1485,86,114,48,133,3,4,1,1,3,1
"384",9608,8731,2600,1717,6435,734,275,252,635,9,18,5,5,0,1
"385",8083,8311,1978,1224,16730,227,448,361,1933,5,69,15,2,1,1
"386",7420,6368,2215,15596,109817,7239,3116,2361,11366,29,263,34,9,4,1
"387",5225,4911,1395,7446,24698,4934,661,611,1983,14,61,7,1,0,1
"388",5364,4714,1084,2238,6570,1262,251,252,771,10,13,4,7,0,1
"389",8780,8236,1453,813,2123,123,143,124,291,3,8,3,2,2,1
"390",7254,6831,637,218,805,39,64,28,59,3,6,2,0,0,1
"391",13045,12032,1369,959,6243,250,322,252,681,3,58,18,1,2,1
"392",18951,17556,1750,717,3531,155,309,136,527,3,16,5,2,4,2
"393",17083,18650,4675,1668,8800,305,587,622,2357,23,90,10,12,6,2
"394",4929,4362,1184,8711,36701,4317,861,711,3349,11,62,16,1,4,1
"395",14600,13821,2299,1302,8464,387,424,191,668,8,20,6,1,1,1
"396",11043,10347,813,917,4092,281,190,99,272,7,14,3,3,3,1
"397",2839,2413,586,6762,110674,1799,2190,1333,8956,16,229,31,2,6,1
"398",2033,2244,417,3801,61155,1266,1063,711,6468,8,123,27,1,2,1
"399",9358,8707,1639,1119,3778,303,228,212,524,10,8,3,5,1,1
"400",7716,7217,2039,11544,30479,9926,431,324,1090,13,31,9,1,5,1
"401",17756,16398,1957,737,3448,203,292,112,339,8,10,7,4,6,2
"402",1716,1343,494,9020,32083,3598,925,548,1933,7,63,3,0,1,1
"403",4722,4878,1429,786,8859,216,239,167,2136,5,20,8,1,1,1
"404",12648,11080,1484,931,6920,244,276,224,697,8,32,7,1,3,1
"405",14652,13770,1844,771,4366,243,240,82,295,5,10,3,2,1,1
"406",4003,4137,990,2983,24403,383,913,459,1918,6,72,8,7,1,1
"407",12373,11537,2507,1856,5917,1077,218,262,734,7,9,2,0,0,1
"408",5337,4283,1121,9117,48603,7304,573,615,3653,9,100,23,1,0,1
"409",18031,17242,2483,894,3647,190,237,123,280,4,11,3,1,2,2
"410",31433,29643,4188,2303,10544,590,653,468,1183,16,30,13,11,2,4
"411",26112,24585,3543,1681,6029,406,404,257,555,10,18,8,3,3,3
"412",26663,25253,3941,1781,6604,395,488,404,991,16,27,8,13,7,3
"413",20422,19245,2512,909,3596,168,281,151,293,3,14,3,2,2,2
"414",9951,9308,1247,660,2963,162,124,84,196,6,3,0,3,1,1
"415",21960,20643,2860,1240,4299,325,355,218,551,13,13,7,3,3,2
"416",35747,33760,5566,2179,7516,536,544,406,982,17,29,15,8,5,4
"417",36069,34026,3039,1215,5561,317,408,259,791,8,30,8,3,6,4
"418",20111,18998,2678,1191,4297,304,380,220,499,11,12,3,5,2,2
"419",25466,24220,1982,913,6086,296,298,139,657,6,25,6,3,1,3
"420",18921,17594,4073,1931,9261,411,558,551,1758,17,31,3,15,3,2
"421",41126,38985,2067,1333,10024,298,486,253,865,23,30,11,6,6,4
"422",22305,21341,2011,817,5704,204,369,127,448,8,16,8,1,2,2
"423",20848,19832,2016,840,3555,198,318,96,233,5,15,1,0,2,2
"424",28044,26148,5001,1851,7044,496,503,396,930,20,18,8,11,3,3
